x, y
211.13861414185112, 0.000952366362534365
233.4158424255533, 0.0019048053859646644
266.08912190576746, 0.000952366362534365
298.0197817867212, 0
308.4158329832331, 0.00380953811103353
320.2970100704233, 0.03714286942600852
330.6930612669353, 0.10285716569342442
343.31680129946466, 0.17428573279694257
364.1089036924885, 0.2647619177947322
381.9306976502345, 0.3847618959964633
390.8415663021469, 0.4514285586264136
411.63366869517074, 0.5114285477272791
440.59407679476794, 0.5647618996295081
457.6732511532536, 0.5723809395211271
474.75248216566024, 0.5647618996295081
492.57427612340626, 0.5609523615184746
507.42576164587445, 0.5457142817352366
539.3564215268282, 0.4876190253594398
566.8317037357469, 0.4533332550210344
604.7029804872564, 0.3809523942158778
620.297085608985, 0.3647619117396575
636.6336970221314, 0.3342856795122855
651.4851825445995, 0.3171428670039787
680.4455339902754, 0.2695238222683001
718.3168673957061, 0.20571425872595303
749.5049643313206, 0.16095238573877324
781.4356808661955, 0.12380951631276473
816.3366491824272, 0.09047618499778959
850.4951112072408, 0.06190475815638236
898.0198195560018, 0.036190503063474294
954.4555098645177, 0.019999984256805943
993.0693495613665, 0.009523808947135655
1022.0297010070424, 0.00571427083610226
1059.901034412473, 0.004761904473567895
1088.1188795667308, 0.0019048053859646644
